SessionID,UserID,StartTime,EndTime,Genre,DeviceType,SubscriptionType,Region,DurationMinutes,WatchMinutes,CompletionRate,BufferEvents,BitrateMbps,UserRating,PeakHours,PauseCount,VolumeChanges,AdSkips,StartDate,EndDate,StartDateTime,EndDateTime,LocalStartTime,LocalEndTime,LocalStartHour,LocalEndHour,Cluster,SubscriptionType_clean,Genre_encoded,DeviceType_encoded,SubscriptionType_clean_encoded
SSN100859,USR1459,04:27:06,05:48:06,documentary,game console,Standard,Canada,78,54,0.68,0,302,4.2,No,2,1,1,29/11/2024,29/11/2024,2024-11-29 00:00:00+00:00,2024-11-29 00:00:00+00:00,2024-11-28 19:00:00-05:00,2024-11-28 19:00:00-05:00,19,19,2,standard,4,1,2
SSN100860,USR9496,06:03:07,07:48:07,action,game console,Standard,Usa,106,91,0.83,2,188,4.5,No,3,2,1,15/09/2024,15/09/2024,2024-09-15 00:00:00+00:00,2024-09-15 00:00:00+00:00,2024-09-14 20:00:00-04:00,2024-09-14 20:00:00-04:00,20,20,1,standard,0,1,2
SSN100861,USR3294,23:58:27,01:13:27,animation,game console,Basic,Germany,74,38,0.5,3,359,4,Yes,0,3,0,01/11/2024,02/11/2024,2024-11-01 00:00:00+00:00,2024-11-02 00:00:00+00:00,2024-11-01 01:00:00+01:00,2024-11-02 01:00:00+01:00,1,1,2,basic,1,1,0
SSN100862,USR9054,20:45:37,21:11:37,drama,phone,Basic,United Kingdom,29,25,1,0,442,3.7,Yes,2,3,0,09/01/2024,09/01/2024,2024-01-09 00:00:00+00:00,2024-01-09 00:00:00+00:00,2024-01-09 00:00:00+00:00,2024-01-09 00:00:00+00:00,0,0,0,basic,5,3,0
SSN100863,USR4169,05:28:38,06:46:38,science fiction,game console,Basic,Australia,80,39,0.51,3,186,3,No,0,0,2,20/09/2024,20/09/2024,2024-09-20 00:00:00+00:00,2024-09-20 00:00:00+00:00,2024-09-20 10:00:00+10:00,2024-09-20 10:00:00+10:00,10,10,0,basic,8,1,0
SSN100864,USR7733,21:58:42,23:03:42,horror,game console,Premium,Germany,64,41,0.64,2,284,4.4,Yes,1,1,0,26/05/2024,26/05/2024,2024-05-26 00:00:00+00:00,2024-05-26 00:00:00+00:00,2024-05-26 02:00:00+02:00,2024-05-26 02:00:00+02:00,2,2,2,premium,6,1,1
SSN100865,USR6520,11:41:12,14:00:12,science fiction,game console,Standard,Usa,138,105,0.75,1,362,3.1,No,2,1,1,22/07/2024,22/07/2024,2024-07-22 00:00:00+00:00,2024-07-22 00:00:00+00:00,2024-07-21 20:00:00-04:00,2024-07-21 20:00:00-04:00,20,20,3,standard,8,1,2
SSN100866,USR4945,08:09:27,09:41:27,science fiction,smart tv,Basic,France,91,94,0.98,2,226,3.7,No,0,0,0,15/02/2024,15/02/2024,2024-02-15 00:00:00+00:00,2024-02-15 00:00:00+00:00,2024-02-15 01:00:00+01:00,2024-02-15 01:00:00+01:00,1,1,3,basic,8,4,0
SSN100867,USR5979,08:30:27,11:13:27,science fiction,tablet,Standard,Usa,164,144,0.86,2,147,3.8,No,1,4,1,17/03/2024,17/03/2024,2024-03-17 00:00:00+00:00,2024-03-17 00:00:00+00:00,2024-03-16 20:00:00-04:00,2024-03-16 20:00:00-04:00,20,20,1,standard,8,5,2
SSN100868,USR9810,08:16:48,10:10:48,drama,game console,Basic,France,115,61,0.57,2,192,2.3,No,1,1,0,16/11/2024,16/11/2024,2024-11-16 00:00:00+00:00,2024-11-16 00:00:00+00:00,2024-11-16 01:00:00+01:00,2024-11-16 01:00:00+01:00,1,1,3,basic,5,1,0
SSN100869,USR3966,15:50:30,17:49:30,romance,game console,Premium,France,120,55,0.5,2,278,3.2,No,1,2,0,29/05/2024,29/05/2024,2024-05-29 00:00:00+00:00,2024-05-29 00:00:00+00:00,2024-05-29 02:00:00+02:00,2024-05-29 02:00:00+02:00,2,2,3,premium,7,1,1
SSN100870,USR6665,15:07:28,18:05:28,horror,game console,Standard,Brazil,180,147,0.83,2,218,4.4,No,2,0,1,18/12/2024,18/12/2024,2024-12-18 00:00:00+00:00,2024-12-18 00:00:00+00:00,2024-12-17 21:00:00-03:00,2024-12-17 21:00:00-03:00,21,21,1,standard,6,1,2
SSN100871,USR5445,11:18:58,11:58:58,documentary,game console,Basic,Canada,43,29,0.78,0,187,3.8,No,2,4,0,15/06/2024,15/06/2024,2024-06-15 00:00:00+00:00,2024-06-15 00:00:00+00:00,2024-06-14 20:00:00-04:00,2024-06-14 20:00:00-04:00,20,20,0,basic,4,1,0
SSN100872,USR5521,20:08:48,22:38:48,documentary,game console,Standard,Brazil,148,144,0.99,1,299,2.8,Yes,1,0,1,24/02/2024,24/02/2024,2024-02-24 00:00:00+00:00,2024-02-24 00:00:00+00:00,2024-02-23 21:00:00-03:00,2024-02-23 21:00:00-03:00,21,21,3,standard,4,1,2
SSN100873,USR1467,15:18:08,16:14:08,horror,tablet,Standard,Canada,54,44,0.78,3,281,,No,0,1,2,18/09/2024,18/09/2024,2024-09-18 00:00:00+00:00,2024-09-18 00:00:00+00:00,2024-09-17 20:00:00-04:00,2024-09-17 20:00:00-04:00,20,20,0,standard,6,5,2
SSN100874,USR7702,21:22:19,22:07:19,horror,game console,Standard,Brazil,45,29,0.6,3,362,5,Yes,0,2,1,10/01/2024,10/01/2024,2024-01-10 00:00:00+00:00,2024-01-10 00:00:00+00:00,2024-01-09 21:00:00-03:00,2024-01-09 21:00:00-03:00,21,21,2,standard,6,1,2
SSN100875,USR5227,00:03:39,01:55:39,horror,phone,Basic,United Kingdom,113,107,0.93,4,279,4.4,Yes,1,3,2,20/12/2024,20/12/2024,2024-12-20 00:00:00+00:00,2024-12-20 00:00:00+00:00,2024-12-20 00:00:00+00:00,2024-12-20 00:00:00+00:00,0,0,1,basic,6,3,0
SSN100876,USR6037,01:04:35,01:49:35,horror,tablet,Standard,United Kingdom,46,35,0.86,2,33,,Yes,3,2,1,30/10/2024,30/10/2024,2024-10-30 00:00:00+00:00,2024-10-30 00:00:00+00:00,2024-10-30 00:00:00+00:00,2024-10-30 00:00:00+00:00,0,0,0,standard,6,5,2
SSN100877,USR4421,04:16:57,06:58:57,animation,tablet,Standard,United Kingdom,160,150,0.92,2,337,4.1,No,0,2,1,20/09/2024,20/09/2024,2024-09-20 00:00:00+00:00,2024-09-20 00:00:00+00:00,2024-09-20 01:00:00+01:00,2024-09-20 01:00:00+01:00,1,1,1,standard,1,5,2
SSN100878,USR4502,05:45:32,07:00:32,action,phone,Premium,Australia,78,76,1,0,446,4.5,No,1,4,0,13/02/2024,13/02/2024,2024-02-13 00:00:00+00:00,2024-02-13 00:00:00+00:00,2024-02-13 11:00:00+11:00,2024-02-13 11:00:00+11:00,11,11,2,premium,0,3,1
SSN100879,USR7469,00:49:45,02:48:45,comedy,tablet,Standard,United Kingdom,121,117,0.95,2,328,4,Yes,1,6,1,13/04/2024,13/04/2024,2024-04-13 00:00:00+00:00,2024-04-13 00:00:00+00:00,2024-04-13 01:00:00+01:00,2024-04-13 01:00:00+01:00,1,1,1,standard,3,5,2
SSN100880,USR4574,01:27:48,03:03:48,documentary,tablet,Premium,Brazil,98,56,0.58,1,304,3.4,Yes,4,1,0,24/10/2024,24/10/2024,2024-10-24 00:00:00+00:00,2024-10-24 00:00:00+00:00,2024-10-23 21:00:00-03:00,2024-10-23 21:00:00-03:00,21,21,0,premium,4,5,1
SSN100881,USR4367,21:39:39,22:29:39,action,tablet,Premium,Germany,49,44,0.91,1,324,2.9,Yes,0,1,0,10/12/2024,10/12/2024,2024-12-10 00:00:00+00:00,2024-12-10 00:00:00+00:00,2024-12-10 01:00:00+01:00,2024-12-10 01:00:00+01:00,1,1,0,premium,0,5,1
SSN100882,USR8978,13:35:30,14:05:30,action,game console,Standard,Brazil,31,20,0.64,0,309,3.5,No,1,1,1,29/06/2024,29/06/2024,2024-06-29 00:00:00+00:00,2024-06-29 00:00:00+00:00,2024-06-28 21:00:00-03:00,2024-06-28 21:00:00-03:00,21,21,0,standard,0,1,2
SSN100883,USR2341,00:15:09,00:44:09,animation,ipad,Standard,Australia,30,16,0.64,0,449,5,Yes,2,2,0,23/07/2024,23/07/2024,2024-07-23 00:00:00+00:00,2024-07-23 00:00:00+00:00,2024-07-23 10:00:00+10:00,2024-07-23 10:00:00+10:00,10,10,2,standard,1,2,2
SSN100884,USR4122,21:44:27,23:45:27,documentary,smart tv,Basic,Australia,123,77,0.68,0,516,3.3,Yes,3,0,1,30/09/2024,30/09/2024,2024-09-30 00:00:00+00:00,2024-09-30 00:00:00+00:00,2024-09-30 10:00:00+10:00,2024-09-30 10:00:00+10:00,10,10,3,basic,4,4,0
SSN100885,USR9141,22:14:28,01:00:28,documentary,smart tv,Basic,United Kingdom,168,142,0.87,2,566,3.4,Yes,1,3,2,06/04/2024,07/04/2024,2024-04-06 00:00:00+00:00,2024-04-07 00:00:00+00:00,2024-04-06 01:00:00+01:00,2024-04-07 01:00:00+01:00,1,1,3,basic,4,4,0
SSN100886,USR5055,06:02:21,08:40:21,science fiction,game console,Standard,Usa,157,119,0.77,2,466,3.9,No,0,5,1,17/10/2024,17/10/2024,2024-10-17 00:00:00+00:00,2024-10-17 00:00:00+00:00,2024-10-16 20:00:00-04:00,2024-10-16 20:00:00-04:00,20,20,1,standard,8,1,2
SSN100887,USR8201,01:43:42,02:54:42,romance,game console,Basic,Australia,71,69,0.99,0,262,4.5,Yes,1,1,1,18/05/2024,18/05/2024,2024-05-18 00:00:00+00:00,2024-05-18 00:00:00+00:00,2024-05-18 10:00:00+10:00,2024-05-18 10:00:00+10:00,10,10,2,basic,7,1,0
SSN100888,USR6215,05:43:42,06:33:42,horror,tablet,Premium,France,51,43,0.89,0,273,3.7,No,1,4,0,24/09/2024,24/09/2024,2024-09-24 00:00:00+00:00,2024-09-24 00:00:00+00:00,2024-09-24 02:00:00+02:00,2024-09-24 02:00:00+02:00,2,2,0,premium,6,5,1
SSN100889,USR2617,16:24:22,17:10:22,horror,phone,Standard,Canada,49,38,0.87,1,467,3.3,No,0,2,0,21/01/2024,21/01/2024,2024-01-21 00:00:00+00:00,2024-01-21 00:00:00+00:00,2024-01-20 19:00:00-05:00,2024-01-20 19:00:00-05:00,19,19,0,standard,6,3,2
SSN100890,USR2602,18:53:41,20:18:41,action,phone,Standard,Australia,85,57,0.66,3,284,5,Yes,0,2,1,01/03/2024,01/03/2024,2024-03-01 00:00:00+00:00,2024-03-01 00:00:00+00:00,2024-03-01 11:00:00+11:00,2024-03-01 11:00:00+11:00,11,11,2,standard,0,3,2
SSN100891,USR8381,19:38:39,22:19:39,horror,tablet,Basic,India,159,159,0.99,0,231,,Yes,3,4,2,26/11/2024,26/11/2024,2024-11-26 00:00:00+00:00,2024-11-26 00:00:00+00:00,2024-11-26 05:30:00+05:30,2024-11-26 05:30:00+05:30,5,5,1,basic,6,5,0
SSN100892,USR3818,16:41:21,18:14:21,romance,smart tv,Basic,Brazil,91,66,0.73,1,52,3.3,No,0,2,1,14/11/2024,14/11/2024,2024-11-14 00:00:00+00:00,2024-11-14 00:00:00+00:00,2024-11-13 21:00:00-03:00,2024-11-13 21:00:00-03:00,21,21,0,basic,7,4,0
SSN100893,USR8669,21:26:53,21:57:53,romance,phone,Basic,Australia,31,20,0.65,0,303,3.4,Yes,1,5,0,13/04/2024,13/04/2024,2024-04-13 00:00:00+00:00,2024-04-13 00:00:00+00:00,2024-04-13 10:00:00+10:00,2024-04-13 10:00:00+10:00,10,10,0,basic,7,3,0
SSN100894,USR5953,20:08:41,21:50:41,drama,smart tv,Basic,Brazil,104,100,0.99,0,715,5,Yes,3,2,1,05/02/2024,05/02/2024,2024-02-05 00:00:00+00:00,2024-02-05 00:00:00+00:00,2024-02-04 21:00:00-03:00,2024-02-04 21:00:00-03:00,21,21,1,basic,5,4,0
SSN100895,USR6321,17:11:26,18:10:26,animation,smart tv,Premium,Canada,63,39,0.63,1,392,2.3,No,1,7,0,04/06/2024,04/06/2024,2024-06-04 00:00:00+00:00,2024-06-04 00:00:00+00:00,2024-06-03 20:00:00-04:00,2024-06-03 20:00:00-04:00,20,20,0,premium,1,4,1
SSN100896,USR4403,13:03:28,13:41:28,drama,smart tv,Standard,Germany,39,26,0.71,2,496,4.5,No,1,1,5,03/07/2024,03/07/2024,2024-07-03 00:00:00+00:00,2024-07-03 00:00:00+00:00,2024-07-03 02:00:00+02:00,2024-07-03 02:00:00+02:00,2,2,2,standard,5,4,2
SSN100897,USR1185,05:25:05,08:10:05,horror,phone,Basic,Australia,167,155,0.94,1,495,4,No,1,2,1,13/05/2024,13/05/2024,2024-05-13 00:00:00+00:00,2024-05-13 00:00:00+00:00,2024-05-13 10:00:00+10:00,2024-05-13 10:00:00+10:00,10,10,1,basic,6,3,0
SSN100898,USR1522,11:20:08,13:20:08,drama,smart tv,Premium,Australia,120,118,0.97,0,588,4.1,No,3,3,0,09/02/2024,09/02/2024,2024-02-09 00:00:00+00:00,2024-02-09 00:00:00+00:00,2024-02-09 11:00:00+11:00,2024-02-09 11:00:00+11:00,11,11,1,premium,5,4,1
SSN100899,USR6157,11:08:12,13:57:12,drama,game console,Standard,Brazil,167,167,1,4,287,3.8,No,3,1,2,18/07/2024,18/07/2024,2024-07-18 00:00:00+00:00,2024-07-18 00:00:00+00:00,2024-07-17 21:00:00-03:00,2024-07-17 21:00:00-03:00,21,21,1,standard,5,1,2
SSN100900,USR8081,20:44:28,23:44:28,drama,tablet,Standard,Usa,179,147,0.82,2,,3.9,Yes,4,1,0,07/01/2024,07/01/2024,2024-01-07 00:00:00+00:00,2024-01-07 00:00:00+00:00,2024-01-06 19:00:00-05:00,2024-01-06 19:00:00-05:00,19,19,1,standard,5,5,2
SSN100901,USR9659,11:03:26,11:40:26,drama,tablet,Premium,Brazil,37,24,0.64,3,,4.8,No,2,3,0,26/02/2024,26/02/2024,2024-02-26 00:00:00+00:00,2024-02-26 00:00:00+00:00,2024-02-25 21:00:00-03:00,2024-02-25 21:00:00-03:00,21,21,2,premium,5,5,1
SSN100902,USR6500,22:10:19,01:05:19,romance,phone,Standard,Brazil,174,136,0.79,2,227,4.1,Yes,0,3,2,03/01/2024,04/01/2024,2024-01-03 00:00:00+00:00,2024-01-04 00:00:00+00:00,2024-01-02 21:00:00-03:00,2024-01-03 21:00:00-03:00,21,21,1,standard,7,3,2
SSN100903,USR3765,12:46:43,14:01:43,science fiction,smart tv,Basic,Usa,76,58,0.79,1,62,3.5,No,1,1,1,30/09/2024,30/09/2024,2024-09-30 00:00:00+00:00,2024-09-30 00:00:00+00:00,2024-09-29 20:00:00-04:00,2024-09-29 20:00:00-04:00,20,20,0,basic,8,4,0
SSN100904,USR7198,16:02:39,16:33:39,science fiction,phone,Premium,United Kingdom,34,24,0.82,0,207,,No,2,4,0,06/11/2024,06/11/2024,2024-11-06 00:00:00+00:00,2024-11-06 00:00:00+00:00,2024-11-06 00:00:00+00:00,2024-11-06 00:00:00+00:00,0,0,0,premium,8,3,1
SSN100905,USR8958,03:14:06,04:14:06,drama,tablet,Basic,Canada,62,38,0.68,0,38,2.8,No,4,3,2,29/08/2024,29/08/2024,2024-08-29 00:00:00+00:00,2024-08-29 00:00:00+00:00,2024-08-28 20:00:00-04:00,2024-08-28 20:00:00-04:00,20,20,0,basic,5,5,0
SSN100906,USR2910,17:29:51,20:21:51,horror,tablet,Premium,Germany,174,160,0.92,2,,4.5,No,0,2,0,05/10/2024,05/10/2024,2024-10-05 00:00:00+00:00,2024-10-05 00:00:00+00:00,2024-10-05 02:00:00+02:00,2024-10-05 02:00:00+02:00,2,2,1,premium,6,5,1
SSN100907,USR7109,01:52:46,03:33:46,horror,smart tv,Standard,Canada,101,89,0.86,0,539,5,Yes,1,2,0,18/06/2024,18/06/2024,2024-06-18 00:00:00+00:00,2024-06-18 00:00:00+00:00,2024-06-17 20:00:00-04:00,2024-06-17 20:00:00-04:00,20,20,2,standard,6,4,2
SSN100908,USR2609,16:08:01,18:21:01,science fiction,game console,Premium,United Kingdom,131,114,0.9,1,316,4.4,No,2,3,0,09/03/2024,09/03/2024,2024-03-09 00:00:00+00:00,2024-03-09 00:00:00+00:00,2024-03-09 00:00:00+00:00,2024-03-09 00:00:00+00:00,0,0,1,premium,8,1,1
SSN100909,USR3454,17:38:19,18:31:19,horror,game console,Premium,India,51,42,0.83,3,507,4.5,No,0,1,0,28/01/2024,28/01/2024,2024-01-28 00:00:00+00:00,2024-01-28 00:00:00+00:00,2024-01-28 05:30:00+05:30,2024-01-28 05:30:00+05:30,5,5,2,premium,6,1,1
SSN100910,USR9617,05:06:39,07:41:39,comedy,game console,Premium,Usa,158,124,0.78,2,291,4.5,No,0,0,0,10/01/2024,10/01/2024,2024-01-10 00:00:00+00:00,2024-01-10 00:00:00+00:00,2024-01-09 19:00:00-05:00,2024-01-09 19:00:00-05:00,19,19,1,premium,3,1,1
SSN100911,USR2879,02:28:57,04:34:57,drama,tablet,Standard,Australia,127,124,1,2,301,4,No,2,2,3,30/08/2024,30/08/2024,2024-08-30 00:00:00+00:00,2024-08-30 00:00:00+00:00,2024-08-30 10:00:00+10:00,2024-08-30 10:00:00+10:00,10,10,1,standard,5,5,2
SSN100912,USR9359,18:15:41,21:09:41,drama,tablet,Standard,India,171,146,0.82,0,264,4.2,Yes,2,1,2,13/04/2024,13/04/2024,2024-04-13 00:00:00+00:00,2024-04-13 00:00:00+00:00,2024-04-13 05:30:00+05:30,2024-04-13 05:30:00+05:30,5,5,1,standard,5,5,2
SSN100913,USR6605,10:08:16,10:38:16,action,game console,Premium,Germany,30,25,0.91,0,349,3.9,No,0,1,0,24/01/2024,24/01/2024,2024-01-24 00:00:00+00:00,2024-01-24 00:00:00+00:00,2024-01-24 01:00:00+01:00,2024-01-24 01:00:00+01:00,1,1,0,premium,0,1,1
SSN100914,USR8449,02:18:21,05:06:21,romance,tablet,Standard,Canada,169,169,1,0,179,5,No,2,2,3,12/07/2024,12/07/2024,2024-07-12 00:00:00+00:00,2024-07-12 00:00:00+00:00,2024-07-11 20:00:00-04:00,2024-07-11 20:00:00-04:00,20,20,1,standard,7,5,2
SSN100915,USR6651,17:09:12,19:30:12,science fiction,smart tv,Basic,Brazil,139,135,0.97,2,616,4.1,No,0,1,1,13/03/2024,13/03/2024,2024-03-13 00:00:00+00:00,2024-03-13 00:00:00+00:00,2024-03-12 21:00:00-03:00,2024-03-12 21:00:00-03:00,21,21,1,basic,8,4,0
SSN100916,USR3585,10:47:23,13:06:23,drama,tablet,Premium,Usa,142,62,0.48,4,44,4.5,No,2,5,0,30/05/2024,30/05/2024,2024-05-30 00:00:00+00:00,2024-05-30 00:00:00+00:00,2024-05-29 20:00:00-04:00,2024-05-29 20:00:00-04:00,20,20,1,premium,5,5,1
SSN100917,USR4971,11:37:57,12:28:57,animation,game console,Standard,France,51,35,0.69,3,262,4,No,2,1,1,27/04/2024,27/04/2024,2024-04-27 00:00:00+00:00,2024-04-27 00:00:00+00:00,2024-04-27 02:00:00+02:00,2024-04-27 02:00:00+02:00,2,2,0,standard,1,1,2
SSN100918,USR5131,10:01:23,11:25:23,romance,game console,Basic,Australia,82,59,0.73,1,183,3.1,No,0,2,1,15/01/2024,15/01/2024,2024-01-15 00:00:00+00:00,2024-01-15 00:00:00+00:00,2024-01-15 11:00:00+11:00,2024-01-15 11:00:00+11:00,11,11,0,basic,7,1,0
SSN100919,USR1303,10:42:10,13:19:10,action,tablet,Premium,France,161,103,0.66,1,299,4.1,No,0,0,0,29/01/2024,29/01/2024,2024-01-29 00:00:00+00:00,2024-01-29 00:00:00+00:00,2024-01-29 01:00:00+01:00,2024-01-29 01:00:00+01:00,1,1,1,premium,0,5,1
SSN100920,USR5240,00:18:11,01:32:11,action,game console,Basic,Usa,79,74,1,0,38,4,Yes,2,0,1,22/07/2024,22/07/2024,2024-07-22 00:00:00+00:00,2024-07-22 00:00:00+00:00,2024-07-21 20:00:00-04:00,2024-07-21 20:00:00-04:00,20,20,2,basic,0,1,0
SSN100921,USR7297,13:10:27,14:34:27,horror,phone,Premium,Germany,85,86,1,2,403,4.2,No,0,5,0,13/11/2024,13/11/2024,2024-11-13 00:00:00+00:00,2024-11-13 00:00:00+00:00,2024-11-13 01:00:00+01:00,2024-11-13 01:00:00+01:00,1,1,2,premium,6,3,1
SSN100922,USR1099,09:26:42,10:17:42,comedy,game console,Standard,Canada,51,37,0.65,1,351,3.5,No,0,0,1,11/06/2024,11/06/2024,2024-06-11 00:00:00+00:00,2024-06-11 00:00:00+00:00,2024-06-10 20:00:00-04:00,2024-06-10 20:00:00-04:00,20,20,0,standard,3,1,2
SSN100923,USR4269,22:37:00,01:19:00,comedy,tablet,Premium,India,162,111,0.67,0,557,4.4,Yes,1,1,0,07/09/2024,08/09/2024,2024-09-07 00:00:00+00:00,2024-09-08 00:00:00+00:00,2024-09-07 05:30:00+05:30,2024-09-08 05:30:00+05:30,5,5,1,premium,3,5,1
SSN100924,USR5549,17:53:56,18:46:56,action,smart tv,Standard,India,52,42,0.85,2,47,5,No,2,1,1,31/05/2024,31/05/2024,2024-05-31 00:00:00+00:00,2024-05-31 00:00:00+00:00,2024-05-31 05:30:00+05:30,2024-05-31 05:30:00+05:30,5,5,2,standard,0,4,2
SSN100925,USR7407,15:07:50,16:21:50,science fiction,phone,Basic,India,78,74,1,1,351,3.7,No,0,0,0,30/03/2024,30/03/2024,2024-03-30 00:00:00+00:00,2024-03-30 00:00:00+00:00,2024-03-30 05:30:00+05:30,2024-03-30 05:30:00+05:30,5,5,0,basic,8,3,0
SSN100926,USR2092,05:42:43,07:57:43,action,game console,Basic,India,141,128,0.94,0,358,2.8,No,0,1,0,07/02/2024,07/02/2024,2024-02-07 00:00:00+00:00,2024-02-07 00:00:00+00:00,2024-02-07 05:30:00+05:30,2024-02-07 05:30:00+05:30,5,5,3,basic,0,1,0
SSN100927,USR8513,02:48:45,05:13:45,drama,game console,Standard,United Kingdom,150,125,0.88,1,365,3.6,No,4,1,3,16/08/2024,16/08/2024,2024-08-16 00:00:00+00:00,2024-08-16 00:00:00+00:00,2024-08-16 01:00:00+01:00,2024-08-16 01:00:00+01:00,1,1,3,standard,5,1,2
SSN100928,USR7488,10:39:49,12:19:49,comedy,game console,Basic,India,99,101,1,0,393,5,No,1,3,1,27/12/2024,27/12/2024,2024-12-27 00:00:00+00:00,2024-12-27 00:00:00+00:00,2024-12-27 05:30:00+05:30,2024-12-27 05:30:00+05:30,5,5,1,basic,3,1,0
SSN100929,USR2401,11:07:15,12:32:15,science fiction,tablet,Standard,Germany,89,66,0.82,1,488,3.4,No,2,1,1,27/06/2024,27/06/2024,2024-06-27 00:00:00+00:00,2024-06-27 00:00:00+00:00,2024-06-27 02:00:00+02:00,2024-06-27 02:00:00+02:00,2,2,0,standard,8,5,2
SSN100930,USR9322,23:05:12,01:07:12,action,smart tv,Standard,Brazil,124,111,0.9,1,496,3.1,Yes,2,1,0,28/07/2024,29/07/2024,2024-07-28 00:00:00+00:00,2024-07-29 00:00:00+00:00,2024-07-27 21:00:00-03:00,2024-07-28 21:00:00-03:00,21,21,3,standard,0,4,2
SSN100931,USR5004,17:18:00,20:10:00,drama,tablet,Premium,Australia,170,177,1,0,355,,No,4,4,0,29/07/2024,29/07/2024,2024-07-29 00:00:00+00:00,2024-07-29 00:00:00+00:00,2024-07-29 10:00:00+10:00,2024-07-29 10:00:00+10:00,10,10,1,premium,5,5,1
SSN100932,USR9847,11:44:55,14:27:55,romance,game console,Basic,India,164,164,1,0,232,4.4,No,0,2,0,07/02/2024,07/02/2024,2024-02-07 00:00:00+00:00,2024-02-07 00:00:00+00:00,2024-02-07 05:30:00+05:30,2024-02-07 05:30:00+05:30,5,5,1,basic,7,1,0
SSN100933,USR3337,02:21:21,02:59:21,comedy,tablet,Premium,Germany,36,26,0.56,1,50,4.6,No,1,4,0,16/03/2024,16/03/2024,2024-03-16 00:00:00+00:00,2024-03-16 00:00:00+00:00,2024-03-16 01:00:00+01:00,2024-03-16 01:00:00+01:00,1,1,2,premium,3,5,1
SSN100934,USR1145,02:56:55,04:10:55,drama,tablet,Basic,Germany,77,66,0.88,2,341,3.6,No,2,2,1,12/08/2024,12/08/2024,2024-08-12 00:00:00+00:00,2024-08-12 00:00:00+00:00,2024-08-12 02:00:00+02:00,2024-08-12 02:00:00+02:00,2,2,0,basic,5,5,0
SSN100935,USR1496,12:19:38,14:53:38,action,phone,Premium,India,152,133,0.84,2,263,3.9,No,1,0,0,25/05/2024,25/05/2024,2024-05-25 00:00:00+00:00,2024-05-25 00:00:00+00:00,2024-05-25 05:30:00+05:30,2024-05-25 05:30:00+05:30,5,5,1,premium,0,3,1
SSN100936,USR9190,13:05:56,14:47:56,comedy,smart tv,Basic,Brazil,104,65,0.66,0,509,2.1,No,1,0,3,02/05/2024,02/05/2024,2024-05-02 00:00:00+00:00,2024-05-02 00:00:00+00:00,2024-05-01 21:00:00-03:00,2024-05-01 21:00:00-03:00,21,21,3,basic,3,4,0
SSN100937,USR9474,01:12:38,02:39:38,action,game console,Standard,United Kingdom,88,88,,1,402,4.1,Yes,0,1,1,26/05/2024,26/05/2024,2024-05-26 00:00:00+00:00,2024-05-26 00:00:00+00:00,2024-05-26 01:00:00+01:00,2024-05-26 01:00:00+01:00,1,1,2,standard,0,1,2
SSN100938,USR1876,07:51:38,10:24:38,romance,tablet,Standard,India,155,115,0.73,1,492,4.4,No,0,7,0,14/04/2024,14/04/2024,2024-04-14 00:00:00+00:00,2024-04-14 00:00:00+00:00,2024-04-14 05:30:00+05:30,2024-04-14 05:30:00+05:30,5,5,1,standard,7,5,2
SSN100939,USR1139,16:49:45,17:14:45,action,game console,Premium,France,24,13,0.47,1,475,,No,2,0,0,29/04/2024,29/04/2024,2024-04-29 00:00:00+00:00,2024-04-29 00:00:00+00:00,2024-04-29 02:00:00+02:00,2024-04-29 02:00:00+02:00,2,2,0,premium,0,1,1
SSN100940,USR1252,11:12:12,12:00:12,science fiction,phone,Premium,Germany,50,33,0.69,0,33,4.4,No,4,5,0,18/06/2024,18/06/2024,2024-06-18 00:00:00+00:00,2024-06-18 00:00:00+00:00,2024-06-18 02:00:00+02:00,2024-06-18 02:00:00+02:00,2,2,2,premium,8,3,1
SSN100941,USR9040,02:10:50,03:10:50,horror,phone,Standard,Australia,58,34,0.53,0,29,4,No,1,2,1,21/11/2024,21/11/2024,2024-11-21 00:00:00+00:00,2024-11-21 00:00:00+00:00,2024-11-21 11:00:00+11:00,2024-11-21 11:00:00+11:00,11,11,0,standard,6,3,2
SSN100942,USR7991,01:41:28,02:38:28,action,phone,Premium,Canada,57,45,0.8,2,363,3.1,Yes,3,3,0,03/05/2024,03/05/2024,2024-05-03 00:00:00+00:00,2024-05-03 00:00:00+00:00,2024-05-02 20:00:00-04:00,2024-05-02 20:00:00-04:00,20,20,0,premium,0,3,1
SSN100943,USR2746,18:18:17,20:58:17,comedy,tablet,Basic,France,157,117,0.7,0,392,5,Yes,0,3,1,20/04/2024,20/04/2024,2024-04-20 00:00:00+00:00,2024-04-20 00:00:00+00:00,2024-04-20 02:00:00+02:00,2024-04-20 02:00:00+02:00,2,2,1,basic,3,5,0
SSN100944,USR8162,19:49:04,20:21:04,comedy,game console,Basic,Canada,28,25,0.76,2,29,4.4,Yes,3,2,0,24/02/2024,24/02/2024,2024-02-24 00:00:00+00:00,2024-02-24 00:00:00+00:00,2024-02-23 19:00:00-05:00,2024-02-23 19:00:00-05:00,19,19,2,basic,3,1,0
